trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,year,month,season,start_dayofweek,stop_dayofweek,start_weekday,start_workweekday,stop_weekday,stop_workweekday,start_hour,stop_hour,start_wokdayhour,stop_wokdayhour,age
5510,2014-10-24 12:49:00,2014-10-24 12:56:00,SEA00276,425.086,REI / Yale Ave N & John St,Bellevue Ave & E Pine St,SLU-01,CH-12,Member,Male,1972.0,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,12,12,Work,Work,42.0
82974,2015-05-31 20:32:00,2015-05-31 20:41:00,SEA00423,523.013,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Short-Term Pass Holder,,,2015,5,Spring,6,6,Sunday,Weekend,Sunday,Weekend,20,20,Evening,Evening,
5540,2014-10-24 13:32:00,2014-10-24 13:48:00,SEA00440,968.926,15th Ave E & E Thomas St,2nd Ave & Spring St,CH-05,CBD-06,Member,Male,1968.0,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,13,13,Work,Work,46.0
7049,2014-10-29 07:45:00,2014-10-29 08:01:00,SEA00280,970.087,2nd Ave & Blanchard St,E Blaine St & Fairview Ave E,BT-05,EL-03,Member,Female,1964.0,2014,10,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,7,8,Morning,Morning,50.0
19210,2014-12-05 07:58:00,2014-12-05 08:08:00,SEA00127,576.293,2nd Ave & Blanchard St,Westlake Ave & 6th Ave,BT-05,SLU-15,Member,Male,1987.0,2014,12,Winter,4,4,Friday,Weekday,Friday,Weekday,7,8,Morning,Morning,27.0
195789,2016-04-04 16:34:00,2016-04-04 16:43:00,SEA00483,519.859,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,DPD-03,UD-01,Member,Female,1983.0,2016,4,Spring,0,0,Monday,Weekday,Monday,Weekday,16,16,Work,Work,33.0
97697,2015-06-26 17:04:00,2015-06-26 17:11:00,SEA00427,462.722,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Member,Male,1961.0,2015,6,Summer,4,4,Friday,Weekday,Friday,Weekday,17,17,Work,Work,54.0
250367,2016-08-20 10:43:00,2016-08-20 10:57:00,SEA00306,873.838,Lake Union Park / Valley St & Boren Ave N,Thomas St & 5th Ave N,SLU-17,SLU-22,Short-Term Pass Holder,,,2016,8,Summer,5,5,Saturday,Weekend,Saturday,Weekend,10,10,Work,Work,
195913,2016-04-04 21:30:00,2016-04-04 21:40:00,SEA00057,638.447,NE Pacific St/UW Medical Center,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-11,UD-01,Member,Female,1976.0,2016,4,Spring,0,0,Monday,Weekday,Monday,Weekday,21,21,Night,Night,40.0
213947,2016-05-27 14:29:00,2016-05-27 14:48:00,SEA00342,1132.558,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St,SLU-19,BT-03,Short-Term Pass Holder,,,2016,5,Spring,4,4,Friday,Weekday,Friday,Weekday,14,14,Work,Work,
42176,2015-03-01 15:59:00,2015-03-01 16:21:00,SEA00368,1307.805,2nd Ave & Vine St,3rd Ave & Broad St,BT-03,BT-01,Member,Female,1976.0,2015,3,Spring,6,6,Sunday,Weekend,Sunday,Weekend,15,16,Work,Work,39.0
192746,2016-03-26 11:54:00,2016-03-26 11:57:00,SEA00170,199.12,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,,,2016,3,Spring,5,5,Saturday,Weekend,Saturday,Weekend,11,11,Work,Work,
1694,2014-10-15 17:00:00,2014-10-15 17:23:00,SEA00033,1397.22,PATH / 9th Ave & Westlake Ave,2nd Ave & Pine St,SLU-07,CBD-13,Short-Term Pass Holder,,,2014,10,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,
121653,2015-08-03 15:10:00,2015-08-03 15:22:00,SEA00412,707.718,E Pine St & 16th Ave,Seattle University / E Columbia St & 12th Ave,CH-07,FH-04,Short-Term Pass Holder,,,2015,8,Summer,0,0,Monday,Weekday,Monday,Weekday,15,15,Work,Work,
57943,2015-04-15 09:12:00,2015-04-15 09:19:00,SEA00072,422.161,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Member,Male,1984.0,2015,4,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,9,9,Work,Work,31.0
171686,2015-12-08 09:27:00,2015-12-08 09:29:00,SEA00396,134.386,Dexter Ave N & Aloha St,Mercer St & 9th Ave N,SLU-02,SLU-21,Member,Male,1985.0,2015,12,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,9,9,Work,Work,30.0
4124,2014-10-20 14:53:00,2014-10-20 15:00:00,SEA00460,388.466,Westlake Ave & 6th Ave,2nd Ave & Spring St,SLU-15,CBD-06,Member,Male,1973.0,2014,10,Fall,0,0,Monday,Weekday,Monday,Weekday,14,15,Work,Work,41.0
75293,2015-05-18 12:54:00,2015-05-18 13:07:00,SEA00230,763.581,15th Ave NE & NE 40th St,15th Ave NE & NE 40th St,UW-04,UW-04,Member,Male,1981.0,2015,5,Spring,0,0,Monday,Weekday,Monday,Weekday,12,13,Work,Work,34.0
184763,2016-02-19 17:28:00,2016-02-19 17:43:00,SEA00219,893.849,City Hall / 4th Ave & James St,Key Arena / 1st Ave N & Harrison St,CBD-07,SLU-19,Member,Male,1953.0,2016,2,Winter,4,4,Friday,Weekday,Friday,Weekday,17,17,Work,Work,63.0
154680,2015-10-06 15:56:00,2015-10-06 16:11:00,SEA00300,943.541,Cal Anderson Park / 11th Ave & Pine St,Pier 69 / Alaskan Way & Clay St,CH-08,WF-01,Member,Male,1988.0,2015,10,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,15,16,Work,Work,27.0
78231,2015-05-23 18:27:00,2015-05-23 18:47:00,SEA00375,1163.252,6th Ave & Blanchard St,Westlake Ave & 6th Ave,BT-04,SLU-15,Short-Term Pass Holder,,,2015,5,Spring,5,5,Saturday,Weekend,Saturday,Weekend,18,18,Evening,Evening,
28837,2015-01-16 15:32:00,2015-01-16 17:44:00,SEA00071,7947.723,12th Ave & NE Campus Pkwy,12th Ave & NE Campus Pkwy,UD-04,UD-04,Short-Term Pass Holder,,,2015,1,Winter,4,4,Friday,Weekday,Friday,Weekday,15,17,Work,Work,
218508,2016-06-08 12:08:00,2016-06-08 12:11:00,SEA00407,189.186,Dexter Ave N & Aloha St,Republican St & Westlake Ave N,SLU-02,SLU-04,Member,Male,1981.0,2016,6,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,12,12,Work,Work,35.0
242693,2016-08-03 15:02:00,2016-08-03 16:01:00,SEA00044,3490.473,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,,,2016,8,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,15,16,Work,Work,
232729,2016-07-12 14:26:00,2016-07-12 14:36:00,SEA00456,563.141,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW-06,UW-10,Short-Term Pass Holder,,,2016,7,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,14,14,Work,Work,
254184,2016-08-29 07:21:00,2016-08-29 07:29:00,SEA00445,489.086,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Member,Male,1970.0,2016,8,Summer,0,0,Monday,Weekday,Monday,Weekday,7,7,Morning,Morning,46.0
138025,2015-08-31 18:41:00,2015-08-31 18:45:00,SEA00288,261.675,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E,CH-09,CH-02,Member,Female,1986.0,2015,8,Summer,0,0,Monday,Weekday,Monday,Weekday,18,18,Evening,Evening,29.0
157807,2015-10-15 11:22:00,2015-10-15 13:40:00,SEA00322,8293.372,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Pine St,WF-04,CBD-13,Short-Term Pass Holder,,,2015,10,Fall,3,3,Thursday,Weekday,Thursday,Weekday,11,13,Work,Work,
19497,2014-12-06 14:04:00,2014-12-06 14:15:00,SEA00107,643.972,2nd Ave & Pine St,Dexter Ave & Denny Way,CBD-13,SLU-18,Member,Male,1988.0,2014,12,Winter,5,5,Saturday,Weekend,Saturday,Weekend,14,14,Work,Work,26.0
11806,2014-11-09 13:12:00,2014-11-09 13:21:00,SEA00469,584.221,City Hall / 4th Ave & James St,Westlake Ave & 6th Ave,CBD-07,SLU-15,Short-Term Pass Holder,,,2014,11,Fall,6,6,Sunday,Weekend,Sunday,Weekend,13,13,Work,Work,
91798,2015-06-16 12:48:00,2015-06-16 12:52:00,SEA00280,257.905,REI / Yale Ave N & John St,Republican St & Westlake Ave N,SLU-01,SLU-04,Member,Male,1979.0,2015,6,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,12,12,Work,Work,36.0
142603,2015-09-10 18:49:00,2015-09-10 19:12:00,SEA00309,1402.612,1st Ave & Marion St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CBD-05,WF-04,Short-Term Pass Holder,,,2015,9,Fall,3,3,Thursday,Weekday,Thursday,Weekday,18,19,Evening,Evening,
235795,2016-07-19 04:14:00,2016-07-19 04:25:00,SEA00077,682.899,E Pine St & 16th Ave,Union St & 4th Ave,CH-07,CBD-04,Member,Female,1962.0,2016,7,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,4,4,Morning,Morning,54.0
69739,2015-05-07 20:47:00,2015-05-07 21:01:00,SEA00475,839.961,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-01,UW-06,Member,Female,1981.0,2015,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,20,21,Evening,Night,34.0
108129,2015-07-13 14:20:00,2015-07-13 16:23:00,SEA00283,7388.567,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,,,2015,7,Summer,0,0,Monday,Weekday,Monday,Weekday,14,16,Work,Work,
174770,2015-12-28 08:55:00,2015-12-28 09:03:00,SEA00438,466.96,12th Ave & E Denny Way,Cal Anderson Park / 11th Ave & Pine St,CH-06,CH-08,Member,Male,1980.0,2015,12,Winter,0,0,Monday,Weekday,Monday,Weekday,8,9,Morning,Work,35.0
1391,2014-10-14 18:42:00,2014-10-14 18:52:00,SEA00355,591.244,2nd Ave & Vine St,7th Ave & Union St,BT-03,CBD-03,Member,Female,1963.0,2014,10,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,18,18,Evening,Evening,51.0
180905,2016-01-31 14:32:00,2016-01-31 14:38:00,SEA00014,368.149,Pine St & 9th Ave,Harvard Ave & E Pine St,SLU-16,CH-09,Member,Male,1971.0,2016,1,Winter,6,6,Sunday,Weekend,Sunday,Weekend,14,14,Work,Work,45.0
111583,2015-07-18 11:32:00,2015-07-18 11:50:00,SEA00479,1094.912,Burke Museum / E Stevens Way NE & Memorial Way NE,15th Ave NE & NE 40th St,UW-02,UW-04,Short-Term Pass Holder,,,2015,7,Summer,5,5,Saturday,Weekend,Saturday,Weekend,11,11,Work,Work,
110928,2015-07-17 13:03:00,2015-07-17 13:09:00,SEA00094,322.705,E Harrison St & Broadway Ave E,Cal Anderson Park / 11th Ave & Pine St,CH-02,CH-08,Member,Male,1967.0,2015,7,Summer,4,4,Friday,Weekday,Friday,Weekday,13,13,Work,Work,48.0
30090,2015-01-21 14:37:00,2015-01-21 14:48:00,SEA00318,660.754,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,,,2015,1,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,14,14,Work,Work,
205995,2016-05-05 07:42:00,2016-05-05 07:58:00,SEA00137,942.715,1st Ave & Marion St,Republican St & Westlake Ave N,CBD-05,SLU-04,Member,Male,1960.0,2016,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,7,7,Morning,Morning,56.0
148484,2015-09-23 18:14:00,2015-09-23 18:25:00,SEA00350,664.048,2nd Ave & Vine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-03,PS-05,Short-Term Pass Holder,,,2015,9,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,18,18,Evening,Evening,
10829,2014-11-07 18:14:00,2014-11-07 18:27:00,SEA00161,798.145,Republican St & Westlake Ave N,Pier 69 / Alaskan Way & Clay St,SLU-04,WF-01,Member,Male,1988.0,2014,11,Fall,4,4,Friday,Weekday,Friday,Weekday,18,18,Evening,Evening,26.0
67887,2015-05-03 16:20:00,2015-05-03 16:34:00,SEA00262,806.551,Dexter Ave & Denny Way,Summit Ave E & E Republican St,SLU-18,CH-03,Short-Term Pass Holder,,,2015,5,Spring,6,6,Sunday,Weekend,Sunday,Weekend,16,16,Work,Work,
123827,2015-08-06 18:44:00,2015-08-06 19:11:00,SEA00434,1632.734,2nd Ave & Pine St,Key Arena / 1st Ave N & Harrison St,CBD-13,SLU-19,Short-Term Pass Holder,,,2015,8,Summer,3,3,Thursday,Weekday,Thursday,Weekday,18,19,Evening,Evening,
133525,2015-08-22 17:26:00,2015-08-22 17:38:00,SEA00164,663.912,2nd Ave & Spring St,3rd Ave & Broad St,CBD-06,BT-01,Short-Term Pass Holder,,,2015,8,Summer,5,5,Saturday,Weekend,Saturday,Weekend,17,17,Work,Work,
235007,2016-07-17 11:18:00,2016-07-17 11:29:00,SEA00098,669.985,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Short-Term Pass Holder,,,2016,7,Summer,6,6,Sunday,Weekend,Sunday,Weekend,11,11,Work,Work,
162722,2015-10-29 17:13:00,2015-10-29 17:26:00,SEA00485,828.257,12th Ave & E Mercer St,7th Ave & Union St,CH-15,CBD-03,Short-Term Pass Holder,,,2015,10,Fall,3,3,Thursday,Weekday,Thursday,Weekday,17,17,Work,Work,
92889,2015-06-18 09:48:00,2015-06-18 10:05:00,SEA00321,1045.087,Lake Union Park / Valley St & Boren Ave N,3rd Ave & Broad St,SLU-17,BT-01,Short-Term Pass Holder,,,2015,6,Summer,3,3,Thursday,Weekday,Thursday,Weekday,9,10,Work,Work,
17197,2014-11-26 09:41:00,2014-11-26 09:50:00,SEA00283,520.35,REI / Yale Ave N & John St,Westlake Ave & 6th Ave,SLU-01,SLU-15,Member,Male,1987.0,2014,11,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,9,9,Work,Work,27.0
32325,2015-01-28 17:24:00,2015-01-28 17:50:00,SEA00478,1604.217,Westlake Ave & 6th Ave,Frye Art Museum / Terry Ave & Columbia St,SLU-15,FH-01,Member,Female,1981.0,2015,1,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,34.0
28823,2015-01-16 15:16:00,2015-01-16 15:18:00,SEA00240,120.471,Summit Ave & E Denny Way,REI / Yale Ave N & John St,CH-01,SLU-01,Member,Male,1989.0,2015,1,Winter,4,4,Friday,Weekday,Friday,Weekday,15,15,Work,Work,26.0
224310,2016-06-22 17:32:00,2016-06-22 17:42:00,SEA00108,634.701,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,3rd Ave & Broad St,EL-01,BT-01,Member,Male,1991.0,2016,6,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,25.0
13939,2014-11-15 12:38:00,2014-11-15 12:45:00,SEA00347,438.636,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Member,Female,1982.0,2014,11,Fall,5,5,Saturday,Weekend,Saturday,Weekend,12,12,Work,Work,32.0
81446,2015-05-29 14:22:00,2015-05-29 14:23:00,SEA00323,65.75,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,,,2015,5,Spring,4,4,Friday,Weekday,Friday,Weekday,14,14,Work,Work,
217155,2016-06-05 12:01:00,2016-06-05 12:16:00,SEA00411,926.175,Eastlake Ave E & E Allison St,NE 47th St & 12th Ave NE,EL-05,UD-07,Short-Term Pass Holder,,,2016,6,Summer,6,6,Sunday,Weekend,Sunday,Weekend,12,12,Work,Work,
76144,2015-05-19 21:53:00,2015-05-19 22:11:00,SEA00261,1034.085,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Blanchard St,PS-05,BT-05,Short-Term Pass Holder,,,2015,5,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,21,22,Night,Night,
63468,2015-04-23 18:23:00,2015-04-23 18:31:00,SEA00373,447.148,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Member,Male,1985.0,2015,4,Spring,3,3,Thursday,Weekday,Thursday,Weekday,18,18,Evening,Evening,30.0
249810,2016-08-18 19:28:00,2016-08-18 19:31:00,SEA00472,196.406,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave,DPD-01,SLU-07,Member,Male,1978.0,2016,8,Summer,3,3,Thursday,Weekday,Thursday,Weekday,19,19,Evening,Evening,38.0
251555,2016-08-23 06:37:00,2016-08-23 07:57:00,SEA00213,4806.557,1st Ave & Marion St,1st Ave & Marion St,CBD-05,CBD-05,Short-Term Pass Holder,,,2016,8,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,6,7,Morning,Morning,
238831,2016-07-25 22:01:00,2016-07-25 22:05:00,SEA00493,292.117,Dexter Ave N & Aloha St,Lake Union Park / Valley St & Boren Ave N,SLU-02,SLU-17,Member,Male,1988.0,2016,7,Summer,0,0,Monday,Weekday,Monday,Weekday,22,22,Night,Night,28.0
14624,2014-11-17 15:29:00,2014-11-17 15:39:00,SEA00208,587.046,9th Ave N & Mercer St,Westlake Ave & 6th Ave,DPD-01,SLU-15,Short-Term Pass Holder,,,2014,11,Fall,0,0,Monday,Weekday,Monday,Weekday,15,15,Work,Work,
57791,2015-04-14 18:09:00,2015-04-14 18:27:00,SEA00338,1058.059,2nd Ave & Pine St,Lake Union Park / Valley St & Boren Ave N,CBD-13,SLU-17,Short-Term Pass Holder,,,2015,4,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,18,18,Evening,Evening,
174752,2015-12-28 08:01:00,2015-12-28 08:11:00,SEA00312,622.962,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E,SLU-02,EL-03,Member,Female,1989.0,2015,12,Winter,0,0,Monday,Weekday,Monday,Weekday,8,8,Morning,Morning,26.0
172986,2015-12-15 08:49:00,2015-12-15 08:56:00,SEA00266,451.533,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St,FH-04,ID-04,Member,Male,1968.0,2015,12,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,8,8,Morning,Morning,47.0
92712,2015-06-17 21:35:00,2015-06-17 21:52:00,SEA00230,1014.263,12th Ave & NE Campus Pkwy,E Harrison St & Broadway Ave E,UD-04,CH-02,Member,Male,1990.0,2015,6,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,21,21,Night,Night,25.0
82368,2015-05-30 19:55:00,2015-05-30 20:03:00,SEA00358,492.423,Westlake Ave & 6th Ave,Bellevue Ave & E Pine St,SLU-15,CH-12,Short-Term Pass Holder,,,2015,5,Spring,5,5,Saturday,Weekend,Saturday,Weekend,19,20,Evening,Evening,
200412,2016-04-18 16:09:00,2016-04-18 16:17:00,SEA00099,478.154,2nd Ave & Pine St,REI / Yale Ave N & John St,CBD-13,SLU-01,Member,Female,1988.0,2016,4,Spring,0,0,Monday,Weekday,Monday,Weekday,16,16,Work,Work,28.0
110022,2015-07-16 09:05:00,2015-07-16 09:11:00,SEA00127,367.952,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Member,Male,1984.0,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,9,9,Work,Work,31.0
217570,2016-06-06 09:47:00,2016-06-06 09:55:00,SEA00360,520.467,Westlake Ave & 6th Ave,9th Ave N & Mercer St,SLU-15,DPD-01,Member,Male,1988.0,2016,6,Summer,0,0,Monday,Weekday,Monday,Weekday,9,9,Work,Work,28.0
224730,2016-06-24 08:51:00,2016-06-24 08:56:00,SEA00162,272.191,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave,SLU-07,CBD-04,Member,Male,1989.0,2016,6,Summer,4,4,Friday,Weekday,Friday,Weekday,8,8,Morning,Morning,27.0
130069,2015-08-17 08:26:00,2015-08-17 08:52:00,SEA00368,1559.257,Bellevue Ave & E Pine St,Harvard Ave & E Pine St,CH-12,CH-09,Member,Male,1977.0,2015,8,Summer,0,0,Monday,Weekday,Monday,Weekday,8,8,Morning,Morning,38.0
253435,2016-08-27 09:16:00,2016-08-27 09:37:00,SEA00345,1260.801,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Pine St,PS-05,CBD-13,Short-Term Pass Holder,,,2016,8,Summer,5,5,Saturday,Weekend,Saturday,Weekend,9,9,Work,Work,
154559,2015-10-06 10:26:00,2015-10-06 10:36:00,SEA00098,588.064,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Member,Male,1978.0,2015,10,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,10,10,Work,Work,37.0
208740,2016-05-12 10:49:00,2016-05-12 10:54:00,SEA00218,308.052,REI / Yale Ave N & John St,Westlake Ave & 6th Ave,SLU-01,SLU-15,Member,Male,1982.0,2016,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,10,10,Work,Work,34.0
234061,2016-07-15 07:58:00,2016-07-15 08:05:00,SEA00204,388.977,Bellevue Ave & E Pine St,2nd Ave & Spring St,CH-12,CBD-06,Member,Male,1984.0,2016,7,Summer,4,4,Friday,Weekday,Friday,Weekday,7,8,Morning,Morning,32.0
227578,2016-07-01 08:03:00,2016-07-01 08:27:00,SEA00197,1437.909,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,,,2016,7,Summer,4,4,Friday,Weekday,Friday,Weekday,8,8,Morning,Morning,
74663,2015-05-17 12:06:00,2015-05-17 12:16:00,SEA00335,635.615,Cal Anderson Park / 11th Ave & Pine St,3rd Ave & Broad St,CH-08,BT-01,Member,Male,1969.0,2015,5,Spring,6,6,Sunday,Weekend,Sunday,Weekend,12,12,Work,Work,46.0
32592,2015-01-29 11:54:00,2015-01-29 12:07:00,SEA00175,805.112,Dexter Ave & Denny Way,REI / Yale Ave N & John St,SLU-18,SLU-01,Member,Male,1985.0,2015,1,Winter,3,3,Thursday,Weekday,Thursday,Weekday,11,12,Work,Work,30.0
213427,2016-05-25 17:48:00,2016-05-25 17:58:00,SEA00456,639.49,9th Ave N & Mercer St,Key Arena / 1st Ave N & Harrison St,DPD-01,SLU-19,Member,Male,1992.0,2016,5,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,24.0
45225,2015-03-09 17:16:00,2015-03-09 17:27:00,SEA00469,684.914,2nd Ave & Blanchard St,Summit Ave & E Denny Way,BT-05,CH-01,Member,Male,1982.0,2015,3,Spring,0,0,Monday,Weekday,Monday,Weekday,17,17,Work,Work,33.0
158628,2015-10-17 10:18:00,2015-10-17 10:51:00,SEA00119,1956.787,9th Ave N & Mercer St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,DPD-01,WF-04,Short-Term Pass Holder,,,2015,10,Fall,5,5,Saturday,Weekend,Saturday,Weekend,10,10,Work,Work,
247412,2016-08-13 16:18:00,2016-08-13 16:21:00,SEA00167,175.915,15th Ave E & E Thomas St,E Pine St & 16th Ave,CH-05,CH-07,Member,Male,1988.0,2016,8,Summer,5,5,Saturday,Weekend,Saturday,Weekend,16,16,Work,Work,28.0
69624,2015-05-07 17:50:00,2015-05-07 18:09:00,SEA00181,1149.965,Dexter Ave & Denny Way,Eastlake Ave E & E Allison St,SLU-18,EL-05,Member,Male,1973.0,2015,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,17,18,Work,Evening,42.0
47361,2015-03-16 14:13:00,2015-03-16 14:33:00,SEA00045,1199.791,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Short-Term Pass Holder,,,2015,3,Spring,0,0,Monday,Weekday,Monday,Weekday,14,14,Work,Work,
143917,2015-09-13 08:08:00,2015-09-13 08:31:00,SEA00381,1365.826,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,,,2015,9,Fall,6,6,Sunday,Weekend,Sunday,Weekend,8,8,Morning,Morning,
53723,2015-04-03 11:54:00,2015-04-03 11:59:00,SEA00416,265.922,12th Ave & NE Campus Pkwy,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-04,UW-06,Member,Male,1990.0,2015,4,Spring,4,4,Friday,Weekday,Friday,Weekday,11,11,Work,Work,25.0
60273,2015-04-19 09:32:00,2015-04-19 09:59:00,SEA00400,1612.489,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Short-Term Pass Holder,,,2015,4,Spring,6,6,Sunday,Weekend,Sunday,Weekend,9,9,Work,Work,
232939,2016-07-12 19:41:00,2016-07-12 19:51:00,SEA00259,594.736,12th Ave & E Mercer St,Cal Anderson Park / 11th Ave & Pine St,CH-15,CH-08,Member,Female,1987.0,2016,7,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,19,19,Evening,Evening,29.0
131044,2015-08-18 17:34:00,2015-08-18 17:41:00,SEA00282,390.246,2nd Ave & Vine St,2nd Ave & Spring St,BT-03,CBD-06,Member,Male,1956.0,2015,8,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,17,17,Work,Work,59.0
165748,2015-11-10 15:26:00,2015-11-10 15:31:00,SEA00083,281.46,Dexter Ave N & Aloha St,Republican St & Westlake Ave N,SLU-02,SLU-04,Member,Male,1987.0,2015,11,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,15,15,Work,Work,28.0
29310,2015-01-19 12:12:00,2015-01-19 13:44:00,SEA00358,5569.322,3rd Ave & Broad St,7th Ave & Union St,BT-01,CBD-03,Short-Term Pass Holder,,,2015,1,Winter,0,0,Monday,Weekday,Monday,Weekday,12,13,Work,Work,
101099,2015-07-02 20:38:00,2015-07-02 20:57:00,SEA00368,1168.364,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E,CH-08,CH-02,Short-Term Pass Holder,,,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,20,20,Evening,Evening,
214349,2016-05-29 10:35:00,2016-05-29 10:54:00,SEA00142,1096.907,2nd Ave & Vine St,2nd Ave & Vine St,BT-03,BT-03,Member,Male,1970.0,2016,5,Spring,6,6,Sunday,Weekend,Sunday,Weekend,10,10,Work,Work,46.0
7863,2014-10-31 11:04:00,2014-10-31 11:23:00,SEA00168,1137.396,1st Ave & Marion St,2nd Ave & Blanchard St,CBD-05,BT-05,Short-Term Pass Holder,,,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,11,11,Work,Work,
27057,2015-01-09 14:28:00,2015-01-09 14:38:00,SEA00377,584.743,1st Ave & Marion St,2nd Ave & Blanchard St,CBD-05,BT-05,Member,Male,1969.0,2015,1,Winter,4,4,Friday,Weekday,Friday,Weekday,14,14,Work,Work,46.0
